,CodArticu,PrecioCosto,ArticuloPatron,PrecioUnitario
4099,412941,2532.2248,LIMA.ACERO.DBL.COR.B,2532.2248
4100,412950,1612.4024,ESCOFINA.BASTARDA.BY,1612.4024
4101,412951,2121.0112,ESCOFINA.BASTARDA.BY,2121.0112
4102,412955,833.252,ESCOFINA.BASTARDA.BY,833.252
4103,412956,1190.364,ESCOFINA.BASTARDA.BY,1190.364
4104,412960,1892.8,LLAVE.CALIFORNIA.BYE,1892.8
4105,412961,1892.8,LLAVE.CALIFORNIA.BYE,1892.8
4106,412962,1231.1656,LLAVE.CALIFORNIA.BYE,1231.1656
4107,4130,1.71,TANZA.ALBAÑIL       ,1.71
4108,41301,14661.61,BOLSA.DORMIR        ,14661.61
4109,41303,16019.9,BOLSA.DORMIR        ,16019.9
4110,41307,6797.72,BOLSA.DORMIR        ,6797.72
4111,4133,11.34,TANZA.BORDEADORA    ,11.34
4112,4135,1.68,TANZA.MADEJA        ,1.68
4113,41350,14093.91,TERMO.ACERO.BROGAS  ,14093.91
4114,41351,14093.91,TERMO.ACERO.BROGAS  ,14093.91
4115,41352,14093.91,TERMO.ACERO.BROGAS  ,14093.91
4116,41353,14093.91,TERMO.ACERO.BROGAS  ,14093.91
4117,41360,1127.46,TAPON.TERMO.BROGAS  ,1127.46
4118,41370,8363.3643,BOTELLA.HIDRATACION.,8363.3643
4119,41371,8363.3643,BOTELLA.HIDRATACION.,8363.3643
4120,41372,8363.3643,BOTELLA.HIDRATACION.,8363.3643
4121,41380,9032.1,VASO.TERMICO.BROGAS ,9032.1
4122,41381,9046.77,VASO.TERMICO.BROGAS ,9046.77
4123,41382,9032.1,VASO.TERMICO.BROGAS ,9032.1
4124,41390,10952.64,BOTELLA.HIDRATACION.,10952.64
4125,41391,10952.64,BOTELLA.HIDRATACION.,10952.64
4126,41392,10952.64,BOTELLA.HIDRATACION.,10952.64
4127,4140,1.502,TANZA.MADEJA        ,1.502
4128,41401,10170.14,COLCHON.INFLABLE    ,10170.14
4129,41402,17655.18,COLCHON.INFLABLE    ,17655.18
4130,41504,7073.53,LINTERNA.LED.BROGAS ,7073.53
4131,41505,7073.53,LINTERNA.LED.BROGAS ,7073.53
4132,4151,0.6552,TANZA.PESCA         ,0.6552
4133,41516,4300.18,FAROL.LED           ,4300.18
4134,4152,0.7896,TANZA.PESCA         ,0.7896
4135,41520,4150.38,LINTERNA.LED.BROGAS ,4150.38
4136,4153,0.8848,TANZA.PESCA         ,0.8848
4137,4154,1.0024,TANZA.PESCA         ,1.0024
4138,4155,1.4112,TANZA.PESCA         ,1.4112
4139,4156,1.6912,TANZA.PESCA         ,1.6912
4140,41603,2548.39,CALENTADOR.AGUA     ,2548.39
4141,4160400,615.0,MOSQUETON.SEGURIDAD ,615.0
4142,4160410,740.0,MOSQUETON.SEGURIDAD ,740.0
4143,4160411,1009.0,MOSQUETON.SEGURIDAD ,1009.0
4144,4160413,1433.0,MOSQUETON.SEGURIDAD ,1433.0
4145,4160414,0.0,MOSQUETON.GATILLO   ,0.0
4146,4160416,106.433,MOSQUETON.GATILLO   ,106.433
4147,4160417,607.0,MOSQUETON.GATILLO   ,607.0
4148,4160418,665.2,MOSQUETON.GATILLO   ,665.2
4149,4160419,984.1,MOSQUETON.GATILLO   ,984.1
4150,4160421,190.0,MOSQUETON.LENGUETA  ,190.0
4151,4160422,223.0,MOSQUETON.LENGUETA  ,223.0
4152,4160423,311.0,MOSQUETON.LENGUETA  ,311.0
4153,4160424,433.0,MOSQUETON.LENGUETA  ,433.0
4154,4160425,532.0,MOSQUETON.LENGUETA  ,532.0
4155,4160430,471.0,MOSQUETON.ENGANCHE  ,471.0
4156,4160431,524.0,MOSQUETON.ENGANCHE  ,524.0
4157,4160432,690.0,MOSQUETON.ENGANCHE  ,690.0
4158,4160500,674.8,BORNERA.BATERIA     ,674.8
4159,4160505,674.8,BORNERA.BATERIA     ,674.8
4160,4160510,861.0,BORNERA.BATERIA     ,861.0
4161,4160515,861.0,BORNERA.BATERIA     ,861.0
4162,4160520,1052.8,BORNERA.BATERIA     ,1052.8
4163,4160525,1052.8,BORNERA.BATERIA     ,1052.8
4164,4160530,652.4,TERMINAL.CABLE      ,652.4
4165,4160532,858.9,TERMINAL.CABLE      ,858.9
4166,4160535,1168.3,TERMINAL.CABLE      ,1168.3
4167,4160550,14699.0,CABLE.BATERIA.ZH    ,14699.0
4168,4160555,22097.0,CABLE.BATERIA.ZH    ,22097.0
4169,4160558,38071.0,CABLE.BATERIA.ZH    ,38071.0
4170,4161,0.6552,TANZA.PESCA         ,0.6552
4171,4162,0.7896,TANZA.PESCA         ,0.7896
4172,4163,0.8848,TANZA.PESCA         ,0.8848
4173,4164,1.0024,TANZA.PESCA         ,1.0024
4174,4165,1.4112,TANZA.PESCA         ,1.4112
4175,4166,1.6912,TANZA.PESCA         ,1.6912
4176,41704,12540.05,PARRILLA            ,12540.05
4177,4171,0.7056,TANZA.PESCA         ,0.7056
4178,41713,1445.93,HERRAMIENTA.ASADOR  ,1445.93
4179,41715,1725.79,HERRAMIENTA.ASADOR  ,1725.79
4180,41717,2004.8,HERRAMIENTA.ASADOR  ,2004.8
4181,41719,1620.05,HERRAMIENTA.ASADOR  ,1620.05
4182,4172,0.8512,TANZA.PESCA         ,0.8512
4183,41721,1653.17,HERRAMIENTA.ASADOR  ,1653.17
4184,4173,0.9632,TANZA.PESCA         ,0.9632
4185,4174,1.0864,TANZA.PESCA         ,1.0864
4186,41740,8023.47,HERRAMIENTA.ASADOR  ,8023.47
4187,41742,908.19,ESPATULA.COCINA     ,908.19
4188,41743,5527.44,PLANCHETA           ,5527.44
4189,41744,1837.88,PLANCHETA           ,1837.88
4190,41745,8739.77,PLANCHETA           ,8739.77
4191,41746,7690.12,PLANCHETA           ,7690.12
4192,41748,13210.95,DISCO.PAELLERO      ,13210.95
4193,41749,5510.91,DISCO.PAELLERO      ,5510.91
4194,4175,1.5344,TANZA.PESCA         ,1.5344
4195,41750,8582.0,BRASERO             ,8582.0
4196,4176,1.8368,TANZA.PESCA         ,1.8368
4197,41760,12829.41,SOMBRILLA.PLAYERA   ,12829.41
4198,41761,12829.41,SOMBRILLA.PLAYERA   ,12829.41
4199,41764,14214.13,SOMBRILLA.PLAYERA   ,14214.13
4200,41765,14214.13,SOMBRILLA.PLAYERA   ,14214.13
4201,41780,939.64,ESPATULA.COCINA     ,939.64
4202,41781,987.39,ESPATULA.COCINA     ,987.39
4203,41800,11338.18,CALOVENTOR.BROGAS   ,11338.18
4204,41802,11937.87,PLANCHA.ELECTRICA   ,11937.87
4205,41872,1367.78,PLANCHETA           ,1367.78
4206,41873,1925.94,PLANCHETA           ,1925.94
4207,41874,1813.64,PLANCHETA           ,1813.64
4208,41875,2806.39,PLANCHETA           ,2806.39
4209,41876,10781.95,BRASERO.MESA.BROGAS ,10781.95
4210,41900,131.02,GEL.REFRIGERANTE    ,131.02
4211,41901,120.37,GEL.REFRIGERANTE    ,120.37
4212,41902,518.5,GEL.REFRIGERANTE    ,518.5
4213,41930,4447.36,BARRAL.GARRAFA      ,4447.36
4214,41931,1902.11,BARRAL.GARRAFA      ,1902.11
4215,41932,5681.02,BARRAL.GARRAFA      ,5681.02
4216,41933,3035.73,BARRAL.GARRAFA      ,3035.73
4217,41950,5763.04,ENRROLLADOR.MANGUERA,5763.04
4218,41960,522.1,CART. GAS BUT.      ,522.1
4219,41961,6194.97,FAROL.GAS           ,6194.97
4220,41962,3926.57,CALENTADOR.CARTUCHO ,3926.57
4221,41970,260.92,MECHA.FAROL         ,260.92
4222,41971,224.3,MECHA.FAROL         ,224.3
4223,41972,242.61,MECHA.FAROL         ,242.61
4224,4198,1985.83,LLAVERO.MSQUETON    ,1985.83
4225,42,576.8666,SOGA.PP             ,576.8666
4226,4201,1922.184,REPUESTO.FAROLES    ,1922.184
4227,420125,49.685,CANDADO.BRILOCK     ,49.685
4228,420132,65.455,CANDADO.BRILOCK     ,65.455
4229,420138,76.665,CANDADO.BRILOCK     ,76.665
4230,420150,121.79,CANDADO.BRILOCK     ,121.79
4231,42019,1921.4538,REMACHADORA.MANO    ,1921.4538
4232,42020,2463.03,REMACHADORA.MANO    ,2463.03
4233,42021,2497.89,REMACHADORA.MANO    ,2497.89
4234,420220,44.7735,CANDADO.BRILOCK     ,44.7735
4235,420230,96.0545,CANDADO.BRILOCK     ,96.0545
4236,420240,141.778,CANDADO.BRILOCK     ,141.778
4237,42025,942.67,ESQUINERO.ANGULO    ,942.67
4238,420250,238.4025,CANDADO.BRILOCK     ,238.4025
4239,42030,973.23,ESQUINERO.ANGULO    ,973.23
4240,42038,1299.5,ESQUINERO.ANGULO    ,1299.5
4241,42050,1784.93,ESQUINERO.ANGULO    ,1784.93
4242,42064,2356.86,ESQUINERO.ANGULO    ,2356.86
4243,4207,430.91,DEST.RELOJERO       ,430.91
4244,42075,3075.54,ESQUINERO.ANGULO    ,3075.54
4245,4209,65.61,CALEFON .ACC        ,65.61
4246,42090,4319.43,ESQUINERO.ANGULO    ,4319.43
4247,42100,5124.62,ESQUINERO.ANGULO    ,5124.62
4248,421001,46.766,LATYN.ROSCA.CODO    ,46.766
4249,421002,74.3819,LATYN.ROSCA.CODO    ,74.3819
4250,421003,163.4547,LATYN.ROSCA.CODO    ,163.4547
4251,421004,285.2148,LATYN.ROSCA.CODO    ,285.2148
4252,421005,383.5076,LATYN.ROSCA.CODO    ,383.5076
4253,421006,651.01,LATYN.ROSCA.CODO    ,651.01
4254,421012,163.397,LATYN.ROSCA.CURVA   ,163.397
4255,421021,37.7722,LATYN.ROSCA.CUPLA   ,37.7722
4256,421022,54.3399,LATYN.ROSCA.CUPLA   ,54.3399
4257,421023,103.4487,LATYN.ROSCA.CUPLA   ,103.4487
4258,421024,205.4198,LATYN.ROSCA.CUPLA   ,205.4198
4259,421025,236.8737,LATYN.ROSCA.CUPLA   ,236.8737
4260,421026,423.6137,LATYN.ROSCA.CUPLA   ,423.6137
4261,421031,50.2756,LATYN.ROSCA.CODO    ,50.2756
4262,421032,81.5432,LATYN.ROSCA.CODO    ,81.5432
4263,421033,139.2197,LATYN.ROSCA.CODO    ,139.2197
4264,421041,25.7125,LATYN.ROSCA.ROSCA   ,25.7125
4265,421042,36.0995,LATYN.ROSCA.ROSCA   ,36.0995
4266,421043,65.7474,LATYN.ROSCA.ROSCA   ,65.7474
4267,421044,111.1912,LATYN.ROSCA.ROSCA   ,111.1912
4268,421045,156.138,LATYN.ROSCA.ROSCA   ,156.138
4269,421046,226.886,LATYN.ROSCA.ROSCA   ,226.886
4270,421051,69.5811,LATYN.ROSCA.CODO    ,69.5811
4271,421052,89.8271,LATYN.ROSCA.CODO    ,89.8271
4272,421053,154.1813,LATYN.ROSCA.CODO    ,154.1813
4273,421061,70.9033,LATYN.ROSCA.TEE     ,70.9033
4274,421062,106.346,LATYN.ROSCA.TEE     ,106.346
4275,421063,212.7098,LATYN.ROSCA.TEE     ,212.7098
4276,421064,333.5603,LATYN.ROSCA.TEE     ,333.5603
4277,421065,432.5054,LATYN.ROSCA.TEE     ,432.5054
4278,421066,805.7015,LATYN.ROSCA.TEE     ,805.7015
4279,421071,29.0357,LATYN.ROSCA.TAPA    ,29.0357
4280,421072,40.5142,LATYN.ROSCA.TAPA    ,40.5142
4281,421073,75.6065,LATYN.ROSCA.TAPA    ,75.6065
4282,421074,145.2585,LATYN.ROSCA.TAPA    ,145.2585
4283,421075,249.1198,LATYN.ROSCA.TAPA    ,249.1198
4284,421076,337.07,LATYN.ROSCA.TAPA    ,337.07
4285,421081,164.3642,LATYN.ROSCA.UNION   ,164.3642
4286,421082,215.9355,LATYN.ROSCA.UNION   ,215.9355
4287,421083,360.95,LATYN.ROSCA.UNION   ,360.95
4288,421084,630.3823,LATYN.ROSCA.UNION   ,630.3823
4289,421085,1174.7224,LATYN.ROSCA.UNION   ,1174.7224
4290,421086,1411.849,LATYN.ROSCA.UNION   ,1411.849
4291,421091,25.4861,LATYN.ROSCA.TAPON   ,25.4861
4292,421092,32.6164,LATYN.ROSCA.TAPON   ,32.6164
4293,421093,54.8768,LATYN.ROSCA.TAPON   ,54.8768
4294,421101,92.4981,LATYN.ROSCA.CODO    ,92.4981
4295,421102,233.3374,LATYN.ROSCA.CODO    ,233.3374
4296,421111,109.5718,LATYN.ROSCA.TEE     ,109.5718
4297,421112,160.7836,LATYN.ROSCA.TEE     ,160.7836
4298,421113,157.5623,LATYN.ROSCA.TEE     ,157.5623
4299,421121,62.9744,LATYN.ROSCA.CUPLA   ,62.9744
4300,421122,117.3143,LATYN.ROSCA.CUPLA   ,117.3143
4301,421123,100.3516,LATYN.ROSCA.CUPLA   ,100.3516
4302,421131,47.7022,LATYN.ROSCA.ROSCA   ,47.7022
4303,421132,80.5759,LATYN.ROSCA.ROSCA   ,80.5759
4304,421133,74.129,LATYN.ROSCA.ROSCA   ,74.129
4305,421141,375.4545,LATYN.ROSCA.CODO    ,375.4545
4306,421151,27.6159,LATYN.ROSCA.BUJE    ,27.6159
4307,421152,53.173,LATYN.ROSCA.BUJE    ,53.173
4308,421153,50.7593,LATYN.ROSCA.BUJE    ,50.7593
4309,421154,132.684,LATYN.ROSCA.BUJE    ,132.684
4310,421155,121.8179,LATYN.ROSCA.BUJE    ,121.8179
4311,421156,116.5067,LATYN.ROSCA.BUJE    ,116.5067
4312,421157,74.2843,LATYN.ROSCA.BUJE    ,74.2843
4313,421158,265.2705,LATYN.ROSCA.BUJE    ,265.2705
4314,421159,246.8614,LATYN.ROSCA.BUJE    ,246.8614
4315,421160,240.4233,LATYN.ROSCA.BUJE    ,240.4233
4316,421172,469.8827,LATYN.ROSCA.CONEX.TA,469.8827
4317,421173,531.7655,LATYN.ROSCA.CONEX.TA,531.7655
4318,421174,642.6284,LATYN.ROSCA.CONEX.TA,642.6284
4319,421175,749.6888,LATYN.ROSCA.CONEX.TA,749.6888
4320,421176,1033.2975,LATYN.ROSCA.CONEX.TA,1033.2975
4321,421182,439.1699,LATYN.ROSCA.SOBREPAS,439.1699
4322,4212,332.91,CALEFON .ACC        ,332.91
4323,4213,109.35,CALEFON .ACC        ,109.35
4324,4215,10.206,CALEFON .ACC        ,10.206
4325,4216,1369.71,RESISTENCIA.CALEFON ,1369.71
4326,4217,76.0266,RESISTENCIA.CALEFON ,76.0266
4327,4218,1257.525,RESISTENCIA.CALEFON ,1257.525
4328,4219,809.9942,CALEFON .ACC        ,809.9942
4329,4220,1802.62,NIVEL.CON.APOYO.RECT,1802.62
4330,4221,2295.61,NIVEL.CON.APOYO.RECT,2295.61
4331,4222,2086.97,NIVEL.CON.APOYO.RECT,2086.97
4332,4229,1132.4887,CALEFON .ACC        ,1132.4887
4333,4230,15.8996,NIVEL.ALUMINIO      ,15.8996
4334,4239,1553.5872,CALEFON .ACC        ,1553.5872
4335,4240,18.118,NIVEL.ALUMINIO      ,18.118
4336,4244,52.44,PUNTERA.GOMA        ,52.44
4337,4245,60.488,PUNTERA.GOMA        ,60.488
4338,4250,20.3579,NIVEL.ALUMINIO      ,20.3579
4339,43,576.8666,SOGA.PP             ,576.8666
4340,430,9536.0193,CABLE.FORRADO       ,9536.0193
4341,43040,6623.0,ESQUINERO.ANGULO    ,6623.0
4342,43050,6285.1,ESQUINERO.ANGULO    ,6285.1
4343,43060,7111.43,ESQUINERO.ANGULO    ,7111.43
4344,43065,1379.42,REPUESTO.HORMIGONERA,1379.42
4345,4307,2708.811,MANGUERA.NIVEL      ,2708.811
4346,4308,2452.3821,MANGUERA.NIVEL      ,2452.3821
4347,4309,3915.5256,MANGUERA.NIVEL      ,3915.5256
4348,431,14173.0837,CABLE.FORRADO       ,14173.0837
4349,4310,5135.1741,MANGUERA.NIVEL      ,5135.1741
4350,43101008,1090.53,PROTECTOR.CORTINA   ,1090.53
4351,43101011,1090.53,PROTECTOR.CORTINA   ,1090.53
4352,4311,9024.12,MANGUERA.NIVEL      ,9024.12
4353,43110,499.42,CANDADO.DUBAI       ,499.42
4354,4312,4772.4516,MANGUERA.ALTAPRESIO ,4772.4516
4355,43120,545.49,CANDADO.DUBAI       ,545.49
4356,4313,9544.8717,MANGUERA.ALTAPRESIO ,9544.8717
4357,43130,672.63,CANDADO.DUBAI       ,672.63
4358,43140,813.95,CANDADO.DUBAI       ,813.95
4359,43150,1213.19,CANDADO.DUBAI       ,1213.19
4360,43160,1855.25,CANDADO.DUBAI       ,1855.25
4361,4320,6293.0,MANGUERA.NIVEL.SOLYO,6293.0
4362,43205,255.429,BIDON.RUMAR         ,255.429
4363,43210,554.625,BIDON.RUMAR         ,554.625
4364,43218,526.0,MANGUERA.LAVARRO.SIL,526.0
4365,4322,928.341,MANGUERA.LAVARROPA  ,928.341
4366,43220,1814.445,BIDON.RUMAR         ,1814.445
4367,43249,266.895,PULVERIZADOR.HOGAR  ,266.895
4368,4325,1196.937,MANGUERA.LAVARROPA  ,1196.937
4369,43250,287.928,PULVERIZADOR.HOGAR  ,287.928
4370,43258,335.187,PULVERIZADOR.HOGAR  ,335.187
4371,43259,396.486,PULVERIZADOR.HOGAR  ,396.486
4372,43260,445.824,PULVERIZADOR.HOGAR  ,445.824
4373,43262,29.25,PULVERIZADOR        ,29.25
4374,43263,41.25,PULVERIZADOR        ,41.25
4375,43264,0.0,REPUESTO.PULVERIZADO,0.0
4376,43265,2643.56,PULVERIZADOR        ,2643.56
4377,43267,66.756,PULVERIZADOR        ,66.756
4378,43268,3013.24,PULVERIZADOR        ,3013.24
4379,43269,0.0,REPUESTO.PULVERIZADO,0.0
4380,43270,10456.07,PULVERIZADOR        ,10456.07
4381,43271,2.9792,REPUESTO.PULVERIZADO,2.9792
4382,43272,0.0,REPUESTO.PULVERIZADO,0.0
4383,43273,0.0,REPUESTO.PULVERIZADO,0.0
4384,43274,0.0,REPUESTO.PULVERIZADO,0.0
4385,43275,12520.71,PULVERIZADOR        ,12520.71
4386,43280,22574.13,PULVERIZADOR        ,22574.13
4387,43281,0.0,REPUESTO.PULVERIZADO,0.0
4388,43282,0.0,REPUESTO.PULVERIZADO,0.0
4389,43283,0.0,REPUESTO.PULVERIZADO,0.0
4390,43284,0.0,REPUESTO.PULVERIZADO,0.0
4391,43285,0.0,REPUESTO.PULVERIZADO,0.0
4392,43286,0.0,REPUESTO.PULVERIZADO,0.0
4393,43287,0.0,REPUESTO.PULVERIZADO,0.0
4394,43300,97.209,PULVERIZADOR.HOGAR  ,97.209
4395,43318,670.0,MANGUERA.LAVARRO.SIL,670.0
4396,4332,2024.271,MANGUERA.LAVARROPA  ,2024.271
4397,4335,2546.235,MANGUERA.LAVARROPA  ,2546.235
4398,43368,529.1291,TACO.LIJADOR        ,529.1291
4399,434025,48.33,BOTELLA.RUMAR       ,48.33
4400,434050,72.432,BOTELLA.RUMAR       ,72.432
4401,43410,199.179,ADAPTADOR.ERREDE    ,199.179
4402,434100,88.965,BOTELLA.RUMAR       ,88.965
4403,43411,230.202,ADAPTADOR.ERREDE    ,230.202
4404,43420,421.605,FLEXIBLE.PVC.ERREDE ,421.605
4405,43421,470.124,FLEXIBLE.PVC.ERREDE ,470.124
4406,43422,538.083,FLEXIBLE.PVC.ERREDE ,538.083
4407,43423,606.285,FLEXIBLE.PVC.ERREDE ,606.285
4408,43426,1007.883,FLEXIBLE.PVC.ERREDE ,1007.883
4409,43427,1081.269,FLEXIBLE.PVC.ERREDE ,1081.269
4410,43430,621.837,FLEXIBLE.PVC.ERREDE ,621.837
4411,43431,676.512,FLEXIBLE.PVC.ERREDE ,676.512
4412,43432,730.701,FLEXIBLE.PVC.ERREDE ,730.701
4413,43433,785.295,FLEXIBLE.PVC.ERREDE ,785.295
4414,43440,1840.482,FLOTANTE.PVC.ERREDE ,1840.482
4415,43445,2332.638,FLOTANTE.PVC.ERREDE ,2332.638
4416,43450,1864.296,OBTURADOR.ERREDE    ,1864.296
4417,43451,1864.296,OBTURADOR.ERREDE    ,1864.296
4418,43452,1864.539,OBTURADOR.ERREDE    ,1864.539
4419,43453,3874.149,OBTURADOR.ERREDE    ,3874.149
4420,43454,3145.068,OBTURADOR.ERREDE    ,3145.068
4421,43460,1133.919,REJILL.BAÑO.ERREDE  ,1133.919
4422,43470,69.741,REPUESTO.FLOTANTE.ER,69.741
4423,43481,962.766,SOPAPA.ERREDE       ,962.766
4424,43482,1050.975,SOPAPA.ERREDE       ,1050.975
4425,43483,1278.504,SOPAPA.ERREDE       ,1278.504
4426,43490,1448.037,VALVULA.CARGA.ERREDE,1448.037
4427,43491,1448.037,VALVULA.CARGA.ERREDE,1448.037
4428,43495,2745.657,VALVULA.CARGA.ERREDE,2745.657
4429,43499,303.507,MANGUITO.CONEX.ERRED,303.507
4430,4350,1739.3355,MANGUERA.HIDROCARBUR,1739.3355
4431,435025,38.34,BOTELLA.RUMAR       ,38.34
4432,435050,67.149,BOTELLA.RUMAR       ,67.149
4433,435100,97.983,BOTELLA.RUMAR       ,97.983
4434,4352,2609.0001,MANGUERA.HIDROCARBUR,2609.0001
4435,4354,2909.1006,MANGUERA.HIDROCARBUR,2909.1006
4436,4356,4690.6398,MANGUERA.HIDROCARBUR,4690.6398
4437,4358,5185.6056,MANGUERA.HIDROCARBUR,5185.6056
4438,4360,8338.704,MANGUERA.SOLDADORA  ,8338.704
4439,436000,8.955,TAPA.REPUESTO.PLASTI,8.955
4440,436001,28.044,TAPA.REPUESTO.PLASTI,28.044
4441,436002,28.611,TAPA.REPUESTO.PLASTI,28.611
4442,4361,9165.704,MANGUERA.SOLDADORA  ,9165.704
4443,436110,778.15,PASADOR.CON.TRABA   ,778.15
4444,436111,486.62,PASADOR.CON.TRABA   ,486.62
4445,436112,376.1,PASADOR.CON.TRABA   ,376.1
4446,436113,332.2,PASADOR.CON.TRABA   ,332.2
4447,436201,339.54,PERCHERO            ,339.54
4448,436202,339.54,PERCHERO            ,339.54
4449,436204,571.04,PERCHERO            ,571.04
4450,436205,571.04,PERCHERO            ,571.04
4451,436210,588.38,PASADOR.TRABA.ONZA  ,588.38
4452,436211,409.28,PASADOR.TRABA.ONZA  ,409.28
4453,436212,298.53,PASADOR.TRABA.ONZA  ,298.53
4454,436213,262.19,PASADOR.TRABA.ONZA  ,262.19
4455,436300,76.9626,PERCHERO            ,76.9626
4456,4363032,2141.44,PASADOR.CHAROLADO   ,2141.44
4457,4363038,2371.81,PASADOR.CHAROLADO   ,2371.81
4458,4363050,3133.04,PASADOR.CHAROLADO   ,3133.04
4459,4363060,4078.56,PASADOR.CHAROLADO   ,4078.56
4460,436310,778.15,PASADOR.CON.TRABA   ,778.15
4461,436311,486.62,PASADOR.CON.TRABA   ,486.62
4462,436312,376.1,PASADOR.CON.TRABA   ,376.1
4463,436313,384.25,PASADOR.CON.TRABA   ,384.25
4464,436327,660.23,PASADOR.PORTACANDADO,660.23
4465,436328,720.16,PASADOR.PORTACANDADO,720.16
4466,436329,836.85,PASADOR.PORTACANDADO,836.85
4467,436330,1058.71,PASADOR.PORTACANDADO,1058.71
4468,436338,547.38,PASADOR.MAUSER      ,547.38
4469,436339,638.86,PASADOR.MAUSER      ,638.86
4470,436340,783.76,PASADOR.MAUSER      ,783.76
4471,436345,1018.36,PASADOR.CADENA      ,1018.36
4472,436346,779.59,PASADOR.CADENA      ,779.59
4473,4370,3823.2936,MANGUERA.ALTAPRESIO ,3823.2936
4474,4373,6566.0238,MANGUERA.ALTAPRESIO ,6566.0238
4475,44,576.8666,SOGA.PP             ,576.8666
4476,4400,13.3123,RODILLO             ,13.3123
4477,4401,10.2976,RODILLO             ,10.2976
4478,4402,11.8432,RODILLO             ,11.8432
4479,4403,341.2102,RODILLO             ,341.2102
4480,4404,421.726,RODILLO             ,421.726
4481,4405,441.9554,RODILLO             ,441.9554
4482,4406,490.7536,RODILLO.SINTETICO.TU,490.7536
4483,4407,519.2732,RODILLO.SINTETICO.TU,519.2732
4484,4409,333.1742,RODILLO.SINTETICO.TU,333.1742
4485,4410,424.1532,RODILLO.SINTETICO.TU,424.1532
4486,4411,452.1398,RODILLO.SINTETICO.TU,452.1398
4487,4412,369.6806,RODILLO.ENTRETEJIDO.,369.6806
4488,4413,469.5648,RODILLO.ENTRETEJIDO.,469.5648
4489,44130,725.95,CANDADO.DUBAI       ,725.95
4490,4414,507.047,RODILLO.ENTRETEJIDO.,507.047
4491,44140,879.34,CANDADO.DUBAI       ,879.34
4492,4415,444.6122,RODILLO.ENTRETEJIDO.,444.6122
4493,44150,1311.14,CANDADO.DUBAI       ,1311.14
4494,4416,544.5046,RODILLO.ENTRETEJIDO.,544.5046
4495,4417,581.9458,RODILLO.ENTRETEJIDO.,581.9458
4496,4418,45.3296,RODILLO.MINI.POLIEST,45.3296
4497,4419,115.374,RODILLO.MINI.POLIEST,115.374
4498,4420,121.8848,RODILLO.MINI.POLIEST,121.8848
4499,44201,1674.208,ESCUADRA.ALBAÑIL    ,1674.208
4500,44202,1938.552,ESCUADRA.ALBAÑIL    ,1938.552
4501,44203,2114.784,ESCUADRA.ALBAÑIL    ,2114.784
4502,44204,2335.08,ESCUADRA.ALBAÑIL    ,2335.08
4503,44205,2599.392,ESCUADRA.ALBAÑIL    ,2599.392
4504,4421,115.4478,RODILLO.MINI.POLIEST,115.4478
4505,4422,126.3784,RODILLO.MINI.POLIEST,126.3784
4506,44221,4647.82,PESTAÑADORA         ,4647.82
4507,4423,139.482,RODILLO.MINI.POLIEST,139.482
4508,4424,1017.7676,RODILLO.LANA.RASADO ,1017.7676
4509,4425,1174.2646,RODILLO.LANA.RASADO ,1174.2646
4510,44252,2406.816,BARRETA.FORJADA     ,2406.816
4511,44254,3250.088,BARRETA.FORJADA     ,3250.088
4512,44256,4831.208,BARRETA.FORJADA     ,4831.208
4513,44258,6104.888,BARRETA.FORJADA     ,6104.888
4514,4426,1262.4474,RODILLO.LANA.RASADO ,1262.4474
4515,4427,10.4944,RODILLO             ,10.4944
4516,4428,10.2138,RODILLO             ,10.2138
4517,4429,414.428,RODILLO.EPOXI.TUCAN ,414.428
4518,4430,495.2144,RODILLO.EPOXI.TUCAN ,495.2144
4519,4431,517.8956,RODILLO.EPOXI.TUCAN ,517.8956
4520,4432,14.6209,RODILLO             ,14.6209
4521,4433,18.0785,RODILLO             ,18.0785
4522,4434,22.1821,RODILLO             ,22.1821
4523,4435,121.9996,RODILLO.MINI.EPOXI  ,121.9996
4524,4436,136.4808,RODILLO.MINI.EPOXI  ,136.4808
4525,4437,147.6328,RODILLO.MINI.EPOXI  ,147.6328
4526,4438,482.119,RODILLO.DOBLE.REJA  ,482.119
4527,4439,1107.9758,RODILLO.CUERO.LANAR ,1107.9758
4528,4440,1140.4478,RODILLO.CUERO.LANAR ,1140.4478
4529,4442,1177.602,RODILLO.CUERO.LANAR ,1177.602
4530,4443,1266.0636,RODILLO.CUERO.LANAR ,1266.0636
4531,4445,595.6644,RODILLO.ANTIGOTEO   ,595.6644
4532,4446,627.8002,RODILLO.ANTIGOTEO   ,627.8002
4533,4450,998.0175,FLEXIBLE.GAS        ,998.0175
4534,4451,1054.9875,FLEXIBLE.GAS        ,1054.9875
4535,4452,1112.5125,FLEXIBLE.GAS        ,1112.5125
4536,44521,5521.69,PICO.FORJADO        ,5521.69
4537,4453,1170.105,FLEXIBLE.GAS        ,1170.105
4538,4454,1226.835,FLEXIBLE.GAS        ,1226.835
4539,4455,1283.58,FLEXIBLE.GAS        ,1283.58
4540,4456,0.0,FLEXIBLE.GAS        ,0.0
4541,4457,1397.055,FLEXIBLE.GAS        ,1397.055
4542,4458,1510.5375,FLEXIBLE.GAS        ,1510.5375
4543,4459,1680.75,FLEXIBLE.GAS        ,1680.75
4544,4461,2322.1262,FLEXIBLE.AGUA.LATYN ,2322.1262
