,CodArticu,PrecioCosto,ArticuloPatron,PrecioUnitario
0,10001,3532.0,CALENTADOR.EVERS    ,3532.0
1,10002,3684.0,CALENTADOR.EVERS    ,3684.0
2,1001,62.2725,DESTAPA.CAÑERIAS    ,62.2725
3,10011,3517.0,ESTUFA.CUARZO       ,3517.0
4,10013,785.85,CORTA.VIDRIO        ,785.85
5,10014,43.5,CORTA.VIDRIO        ,43.5
6,10015,662.95,CORTA.VIDRIO        ,662.95
7,10017,3596.9907,CORTA.VIDRIO        ,3596.9907
8,1002,38.7,QUITA.SARRO         ,38.7
9,1003,51.2808,LIMPIA.RESTOMAT.    ,51.2808
10,10031,70.725,CONVERTIDOR.FOSFATIZ,70.725
11,10032,43.2,CONVERTIDOR.FOSFATIZ,43.2
12,1004,40.725,DESTAPA.CAÑERIAS    ,40.725
13,1005,66.525,DESTAPA.CAÑERIAS    ,66.525
14,1006,52.6699,LIMPIADOR.UNIVERSAL ,52.6699
15,10061,34.3222,LIMPIADOR.UNIVERSAL ,34.3222
16,100610,184.5,LIMPIADOR.UNIVERSAL ,184.5
17,1008,38.9325,DESTAPA.CAÑERIAS    ,38.9325
18,1010,2700.0,PALA.MOISES         ,2700.0
19,101000,494.144,LUBRICANTE.MECANIC  ,494.144
20,101001,664.713,LUBRICANTE.MECANIC  ,664.713
21,101002,582.554,AFLOJA.TUERCA.MECANI,582.554
22,101003,775.404,AFLOJA.TUERCA.MECANI,775.404
23,101004,633.458,LUBRICANTE.MECANIC  ,633.458
24,101005,603.253,ANTIDESLIZANTE.MECAN,603.253
25,101006,772.569,ANTIDESLIZANTE.MECAN,772.569
26,101007,578.256,LUBRICANTE.MECANIC  ,578.256
27,101008,773.059,LUBRICANTE.MECANIC  ,773.059
28,101009,587.307,GRASA.MECANIC.50    ,587.307
29,10101,26.985,CARBURO             ,26.985
30,101010,641.844,GRASA.MECANIC.50    ,641.844
31,101011,662.669,GRASA.MECANIC.50    ,662.669
32,10104,6363.0234,PALA.PB             ,6363.0234
33,10105,4380.7197,PALA.PB             ,4380.7197
34,10106,4380.7197,PALA.PB             ,4380.7197
35,1011,2700.0,PALA.MOISES         ,2700.0
36,101130,279.1816,LIJA.TELA.ESMERIL   ,279.1816
37,101131,279.1816,LIJA.TELA.ESMERIL   ,279.1816
38,101132,279.1816,LIJA.TELA.ESMERIL   ,279.1816
39,101133,279.1816,LIJA.TELA.ESMERIL   ,279.1816
40,101134,279.1816,LIJA.TELA.ESMERIL   ,279.1816
41,101135,279.1816,LIJA.TELA.ESMERIL   ,279.1816
42,101136,279.1816,LIJA.TELA.ESMERIL   ,279.1816
43,101137,279.1816,LIJA.TELA.ESMERIL   ,279.1816
44,101138,279.1816,LIJA.TELA.ESMERIL   ,279.1816
45,101139,279.1816,LIJA.TELA.ESMERIL   ,279.1816
46,101140,279.1816,LIJA.TELA.ESMERIL   ,279.1816
47,101141,279.1816,LIJA.TELA.ESMERIL   ,279.1816
48,101142,279.1816,LIJA.TELA.ESMERIL   ,279.1816
49,10115,4380.7197,PALA.PB             ,4380.7197
50,1012,2700.0,PALA.MOISES         ,2700.0
51,10121,7.5,ESTOPA              ,7.5
52,10124,12906.2847,PALA.PB             ,12906.2847
53,10125,4380.7197,PALA.PB             ,4380.7197
54,1014,3078.0,PALA.MOISES         ,3078.0
55,10140,7889.682,HORQUILLA.PB        ,7889.682
56,101401,851.242,DESMOLDANTE.MECANI  ,851.242
57,101402,960.911,ANTIADHERENTE.MECANI,960.911
58,101450,647.773,LUBRICANTE.MECANIC  ,647.773
59,1015,3078.0,PALA.MOISES         ,3078.0
60,101500,219.31,LUBRICANTE.MECANIC  ,219.31
61,101503,333.921,LUBRICANTE.MECANIC  ,333.921
62,101510,249.69,GRASA.MECANIC.50    ,249.69
63,101511,480.48,GRASA.MECANIC.50    ,480.48
64,101520,295.75,GRASA.MECANIC.50    ,295.75
65,101521,595.63,GRASA.MECANIC.50    ,595.63
66,101530,269.29,GRASA.MECANIC.50    ,269.29
67,101531,529.48,GRASA.MECANIC.50    ,529.48
68,101540,249.69,GRASA.MECANIC.50    ,249.69
69,101541,480.48,GRASA.MECANIC.50    ,480.48
70,101550,231.658,GRASA.MECANIC.50    ,231.658
71,101551,435.4,GRASA.MECANIC.50    ,435.4
72,1016,3078.0,PALA.MOISES         ,3078.0
73,101600,530.411,GEL.LIMPIADOR.MECAN ,530.411
74,101601,780.031,GEL.LIMPIADOR.MECAN ,780.031
75,101630,603.134,CREMA.LIMPIADORA.MEC,603.134
76,101631,925.463,CREMA.LIMPIADORA.MEC,925.463
77,10210,480.36,LLANA.DENTADA.FIELTR,480.36
78,10211,480.36,LLANA.DENTADA.FIELTR,480.36
79,102153,8.3144,BURLETE.SEALPRO     ,8.3144
80,102283,20.1924,BURLETE.SEALPRO     ,20.1924
81,10230,360.9662,FRATACHO.GRUESO.FIEL,360.9662
82,10231,360.9662,FRATACHO.GRUESO.FIEL,360.9662
83,102311,4.3298,BURLETE.SEALPRO     ,4.3298
84,102312,4.3298,BURLETE.SEALPRO     ,4.3298
85,102313,4.3298,BURLETE.SEALPRO     ,4.3298
86,102321,4.0503,BURLETE.SEALPRO     ,4.0503
87,102322,4.0503,BURLETE.SEALPRO     ,4.0503
88,102323,4.0503,BURLETE.SEALPRO     ,4.0503
89,10240,308.563,FRATACHO.GOMA.ES.FIE,308.563
90,10241,360.1652,FRATACHO.GOMA.ES.FIE,360.1652
91,10242,420.169,FRATACHO.GOMA.ES.FIE,420.169
92,10251,431.65,BALDE.PLASTICO.NAC  ,431.65
93,10301,819.0,FRATACHO.MADERA.DURA,819.0
94,10302,891.0,FRATACHO.MADERA.DURA,891.0
95,10303,972.0,FRATACHO.MADERA.DURA,972.0
96,10304,1044.0,FRATACHO.MADERA.DURA,1044.0
97,1032,66.963,APLICADOR.CARTUCHO  ,66.963
98,1033,1619.05,APLICADOR.CARTUCHO  ,1619.05
99,1034,1832.8975,APLICADOR.CARTUCHO  ,1832.8975
100,1035,197.3031,APLICADOR.CARTUCHO  ,197.3031
101,1037,3640.35,APLICADOR.SALCHICA  ,3640.35
102,1038,3839.97,APLICADOR.SALCHICA  ,3839.97
103,104420,133.7385,LIJA.AGUA           ,133.7385
104,104421,133.7385,LIJA.AGUA           ,133.7385
105,104422,133.7385,LIJA.AGUA           ,133.7385
106,104423,133.7385,LIJA.AGUA           ,133.7385
107,104424,133.7385,LIJA.AGUA           ,133.7385
108,104425,133.7385,LIJA.AGUA           ,133.7385
109,104426,133.7385,LIJA.AGUA           ,133.7385
110,104427,133.7385,LIJA.AGUA           ,133.7385
111,104428,133.7385,LIJA.AGUA           ,133.7385
112,104429,133.7385,LIJA.AGUA           ,133.7385
113,104430,133.7385,LIJA.AGUA           ,133.7385
114,104431,133.7385,LIJA.AGUA           ,133.7385
115,104432,133.7385,LIJA.AGUA           ,133.7385
116,104433,133.7385,LIJA.AGUA           ,133.7385
117,104434,151.5157,LIJA.CARBURO.SILICIO,151.5157
118,104435,211.0901,LIJA.CARBURO.SILICIO,211.0901
119,104436,211.0901,LIJA.CARBURO.SILICIO,211.0901
120,104437,211.0901,LIJA.CARBURO.SILICIO,211.0901
121,104438,151.5157,LIJA.CARBURO.SILICIO,151.5157
122,104520,130.6941,LIJA.ANTIEMPASTE    ,130.6941
123,104521,130.6941,LIJA.ANTIEMPASTE    ,130.6941
124,104522,130.6941,LIJA.ANTIEMPASTE    ,130.6941
125,104523,130.6941,LIJA.ANTIEMPASTE    ,130.6941
126,104524,130.6941,LIJA.ANTIEMPASTE    ,130.6941
127,104525,130.6941,LIJA.ANTIEMPASTE    ,130.6941
128,104526,130.6941,LIJA.ANTIEMPASTE    ,130.6941
129,104527,130.6941,LIJA.ANTIEMPASTE    ,130.6941
130,104528,130.6941,LIJA.ANTIEMPASTE    ,130.6941
131,104529,130.6941,LIJA.ANTIEMPASTE    ,130.6941
132,104530,130.6941,LIJA.ANTIEMPASTE    ,130.6941
133,10460,2585.0,CABALLETE.MADERA    ,2585.0
134,10461,2260.0,CABALLETE.MADERA    ,2260.0
135,10467,3300.0,ESCALERA.FLIAR      ,3300.0
136,10468,4400.0,ESCALERA.FLIAR      ,4400.0
137,10469,5500.0,ESCALERA.FLIAR      ,5500.0
138,10470,6600.0,ESCALERA.FLIAR      ,6600.0
139,10471,7700.0,ESCALERA.FLIAR      ,7700.0
140,10472,8800.0,ESCALERA.FLIAR      ,8800.0
141,10473,9900.0,ESCALERA.FLIAR      ,9900.0
142,10474,11000.0,ESCALERA.FLIAR      ,11000.0
143,10475,12100.0,ESCALERA.FLIAR      ,12100.0
144,10476,13200.0,ESCALERA.FLIAR      ,13200.0
145,105000820,5.0996,CANDADO.PROLL       ,5.0996
146,105000825,6.0102,CANDADO.PROLL       ,6.0102
147,105000830,7.7859,CANDADO.PROLL       ,7.7859
148,105000840,11.398,CANDADO.PROLL       ,11.398
149,105000850,16.0877,CANDADO.PROLL       ,16.0877
150,105000860,21.9006,CANDADO.PROLL       ,21.9006
151,105001,0.8855,TAPA.ENCHUFE        ,0.8855
152,105001040,20.0354,CANDADO.PROLL       ,20.0354
153,105001050,26.2298,CANDADO.PROLL       ,26.2298
154,105001060,31.9477,CANDADO.PROLL       ,31.9477
155,105001140,21.964,CANDADO.PROLL       ,21.964
156,1050730,39.768,CANDADO.IMPORTADO   ,39.768
157,1050740,50.1274,CANDADO.IMPORTADO   ,50.1274
158,1050750,74.8307,CANDADO.IMPORTADO   ,74.8307
159,1050760,84.1301,CANDADO.IMPORTADO   ,84.1301
160,1051025,23.2059,CANDADO.IMPORTADO   ,23.2059
161,1051030,32.7219,CANDADO.IMPORTADO   ,32.7219
162,1051040,42.238,CANDADO.IMPORTADO   ,42.238
163,1051050,55.7609,CANDADO.IMPORTADO   ,55.7609
164,1051060,83.4744,CANDADO.PROLL       ,83.4744
165,1051063,88.9837,CANDADO.IMPORTADO   ,88.9837
166,10568,5280.0,ESCALERA.PINTOR     ,5280.0
167,10569,6600.0,ESCALERA.PINTOR     ,6600.0
168,10570,7920.0,ESCALERA.PINTOR     ,7920.0
169,10571,9240.0,ESCALERA.PINTOR     ,9240.0
170,10572,10560.0,ESCALERA.PINTOR     ,10560.0
171,10573,11880.0,ESCALERA.PINTOR     ,11880.0
172,10574,13200.0,ESCALERA.PINTOR     ,13200.0
173,10575,14520.0,ESCALERA.PINTOR     ,14520.0
174,10576,15840.0,ESCALERA.PINTOR     ,15840.0
175,106000,4667.1466,SIGAS.CAÑO          ,4667.1466
176,106001,6049.4457,SIGAS.CAÑO          ,6049.4457
177,106002,9220.9801,SIGAS.CAÑO          ,9220.9801
178,106003,10639.6164,SIGAS.CAÑO          ,10639.6164
179,106004,13319.6997,SIGAS.CAÑO          ,13319.6997
180,106010,774.6092,SIGAS.CODO          ,774.6092
181,106011,889.3421,SIGAS.CODO          ,889.3421
182,106012,987.71,SIGAS.CODO          ,987.71
183,106020,539.5367,SIGAS.CODO          ,539.5367
184,106021,600.0074,SIGAS.CODO          ,600.0074
185,106022,922.2979,SIGAS.CODO          ,922.2979
186,106023,1572.0305,SIGAS.CODO          ,1572.0305
187,106024,3818.9652,SIGAS.CODO          ,3818.9652
188,106031,724.2981,SIGAS.CODO          ,724.2981
189,106032,890.1699,SIGAS.CODO          ,890.1699
190,106033,791.19,SIGAS.CODO          ,791.19
191,106037,720.5699,SIGAS.CODO          ,720.5699
192,106038,897.7761,SIGAS.CODO          ,897.7761
193,106039,1174.993,SIGAS.CODO          ,1174.993
194,106042,1049.4955,SIGAS.CODO          ,1049.4955
195,106043,1357.7454,SIGAS.CODO          ,1357.7454
196,106044,1558.9355,SIGAS.CODO          ,1558.9355
197,106045,2148.4456,SIGAS.CODO          ,2148.4456
198,106046,2625.9803,SIGAS.CODO          ,2625.9803
199,106048,4522.0843,SIGAS.CODO          ,4522.0843
200,106049,6770.7669,SIGAS.CODO          ,6770.7669
201,106057,994.7781,SIGAS.TEE           ,994.7781
202,106058,1067.7039,SIGAS.TEE           ,1067.7039
203,106059,1405.2833,SIGAS.TEE           ,1405.2833
204,106069,1073.126,SIGAS.TEE           ,1073.126
205,106070,1303.2795,SIGAS.TEE           ,1303.2795
206,106071,1255.4263,SIGAS.TEE           ,1255.4263
207,106072,2278.3209,SIGAS.TEE           ,2278.3209
208,106073,2392.2355,SIGAS.TEE           ,2392.2355
209,106074,5501.163,SIGAS.TEE           ,5501.163
210,106085,5921.3789,SIGAS.VALVULA       ,5921.3789
211,106086,5927.6351,SIGAS.VALVULA       ,5927.6351
212,106087,13018.1264,SIGAS.VALVULA       ,13018.1264
213,106092,385.8114,SIGAS.CUPLA         ,385.8114
214,106093,460.3133,SIGAS.CUPLA         ,460.3133
215,106094,454.2131,SIGAS.CUPLA         ,454.2131
216,106095,1832.0516,SIGAS.CUPLA         ,1832.0516
217,106096,1904.1783,SIGAS.CUPLA         ,1904.1783
218,106097,2242.2194,SIGAS.CUPLA         ,2242.2194
219,106108,721.9867,SIGAS.BUJE          ,721.9867
220,106109,750.3356,SIGAS.BUJE          ,750.3356
221,106110,1133.1478,SIGAS.BUJE          ,1133.1478
222,106121,3347.7441,SIGAS.CUPLA         ,3347.7441
223,106122,2550.55,SIGAS.CUPLA         ,2550.55
224,106123,3656.2104,SIGAS.CUPLA         ,3656.2104
225,106131,937.9593,SIGAS.TRANSICION    ,937.9593
226,106132,1258.9954,SIGAS.TRANSICION    ,1258.9954
227,106133,1236.8995,SIGAS.TRANSICION    ,1236.8995
228,106134,1616.6202,SIGAS.TRANSICION    ,1616.6202
229,106142,1049.8808,SIGAS.TRANSICION    ,1049.8808
230,106143,1306.1608,SIGAS.TRANSICION    ,1306.1608
231,106144,1413.6346,SIGAS.TRANSICION    ,1413.6346
232,106145,1815.744,SIGAS.TRANSICION    ,1815.744
233,106153,1078.0451,SIGAS.CURVA         ,1078.0451
234,106154,1152.9066,SIGAS.CURVA         ,1152.9066
235,106155,1320.4912,SIGAS.CURVA         ,1320.4912
236,106157,384.6715,SIGAS.TAPA          ,384.6715
237,106158,422.0944,SIGAS.TAPA          ,422.0944
238,106159,437.7684,SIGAS.TAPA          ,437.7684
239,106160,1051.53,SIGAS.TAPA          ,1051.53
240,106167,401.3389,SIGAS.UNION         ,401.3389
241,106168,451.2107,SIGAS.UNION         ,451.2107
242,106169,517.7052,SIGAS.UNION         ,517.7052
243,106170,1180.2781,SIGAS.UNION         ,1180.2781
244,106171,2374.6034,SIGAS.UNION         ,2374.6034
245,106177,406.8852,SIGAS.NIPLE.CORTO   ,406.8852
246,106178,405.1182,SIGAS.NIPLE.CORTO   ,405.1182
247,106179,415.0995,SIGAS.NIPLE.CORTO   ,415.0995
248,106188,470.87,SIGAS.REDUCTOR      ,470.87
249,106189,825.8499,SIGAS.REDUCTOR      ,825.8499
250,106190,860.8148,SIGAS.REDUCTOR      ,860.8148
251,106191,839.24,SIGAS.REDUCTOR      ,839.24
252,106192,995.4,SIGAS.REDUCTOR      ,995.4
253,106196,217.1698,SIGAS.MONTURA       ,217.1698
254,106197,217.1698,SIGAS.MONTURA       ,217.1698
255,106198,217.1698,SIGAS.MONTURA       ,217.1698
256,106209,1436.8001,LLAVE.ESFER.SIGAS   ,1436.8001
257,106236,15867.6632,CORTATUBO.SIGAS     ,15867.6632
258,106237,1934.4279,CORTATUBO.SIGAS     ,1934.4279
259,106264,797.6,SIGAS.TEE           ,797.6
260,106265,931.33,SIGAS.TEE           ,931.33
261,106266,1096.1197,SIGAS.TEE           ,1096.1197
262,106267,1328.1612,SIGAS.TEE           ,1328.1612
263,107001,4424.304,FAJA.LUMBAR.PAMPERO ,4424.304
264,107002,4424.304,FAJA.LUMBAR.PAMPERO ,4424.304
265,107003,4424.304,FAJA.LUMBAR.PAMPERO ,4424.304
266,107004,4424.304,FAJA.LUMBAR.PAMPERO ,4424.304
267,107005,4424.304,FAJA.LUMBAR.PAMPERO ,4424.304
268,107030,3.819,CINTA.ANTIDES.SEALPR,3.819
269,107031,7.4824,CINTA.ANTIDES.SEALPR,7.4824
270,10902,1082.4453,MASILLA             ,1082.4453
271,10903,1082.4453,MASILLA             ,1082.4453
272,10904,1082.4453,MASILLA             ,1082.4453
273,10940,396.4242,MASILLA             ,396.4242
274,10941,998.6556,MASILLA             ,998.6556
275,10943,396.4242,MASILLA             ,396.4242
276,10944,445.0572,MASILLA             ,445.0572
277,11009,530.2796,REJA                ,530.2796
278,11010,634.7007,REJA                ,634.7007
279,11012,723.3984,REJA                ,723.3984
280,11015,977.3163,REJA                ,977.3163
281,11020,1518.7109,REJA                ,1518.7109
282,11100,36.4252,AQUA.DESPA          ,36.4252
283,11109,500.0895,REJA                ,500.0895
284,11110,620.8583,REJA                ,620.8583
285,11112,710.1887,REJA                ,710.1887
286,11115,968.9288,REJA                ,968.9288
287,11120,1491.4535,REJA                ,1491.4535
288,1115,28533.07,QUEMADOR.PLANCHETA  ,28533.07
289,11210,420.6242,DISCOS.AVOS         ,420.6242
290,11220,420.6242,DISCOS.AVOS         ,420.6242
291,11230,420.6164,DISCOS.AVOS         ,420.6164
292,11240,420.6164,DISCOS.AVOS         ,420.6164
293,11244,159.9412,ARANDELA.PLANA      ,159.9412
294,11245,2271.0,ARANDELA.PLANA      ,2271.0
295,11246,1881.0,ARANDELA.PLANA      ,1881.0
296,11247,1539.0,ARANDELA.PLANA      ,1539.0
297,11248,1269.0,ARANDELA.PLANA      ,1269.0
298,11249,1169.0,ARANDELA.PLANA      ,1169.0
299,11250,420.6164,DISCOS.AVOS         ,420.6164
300,11251,1101.0,ARANDELA.PLANA      ,1101.0
301,11252,1071.0,ARANDELA.PLANA      ,1071.0
302,11253,1071.0,ARANDELA.PLANA      ,1071.0
303,11254,1071.0,ARANDELA.PLANA      ,1071.0
304,11255,1071.0,ARANDELA.PLANA      ,1071.0
305,11256,1126.0,ARANDELA.PLANA      ,1126.0
306,11257,1101.0,ARANDELA.PLANA      ,1101.0
307,11258,1126.0,ARANDELA.PLANA      ,1126.0
308,11259,1126.0,ARANDELA.PLANA      ,1126.0
309,11260,1126.0,ARANDELA.PLANA      ,1126.0
310,112600,420.6164,DISCOS.AVOS         ,420.6164
311,11261,1126.0,ARANDELA.PLANA      ,1126.0
312,11262,1126.0,ARANDELA.PLANA      ,1126.0
313,11270,420.6164,DISCOS.AVOS         ,420.6164
314,1130,3489.2124,CANILLA.BRONCE.LATYN,3489.2124
315,1131,2151.1996,CANILLA.METAL.LATYN ,2151.1996
316,11310,1761.9413,REJA                ,1761.9413
317,11312,2151.6161,REJA                ,2151.6161
318,11315,2487.614,REJA                ,2487.614
319,1132,433.3441,CANILLAS            ,433.3441
320,11320,3241.6524,KIT.DISCO.AVOS      ,3241.6524
321,11330,2078.0676,DISCOS.FLAP         ,2078.0676
322,11340,2078.0676,DISCOS.FLAP         ,2078.0676
323,11350,2078.0676,DISCOS.FLAP         ,2078.0676
324,11360,2078.0676,DISCOS.FLAP         ,2078.0676
325,11370,2078.0676,DISCOS.FLAP         ,2078.0676
326,11380,800.037,DISCOS.FLAP         ,800.037
327,11390,800.037,DISCOS.FLAP         ,800.037
328,11400,800.037,DISCOS.FLAP         ,800.037
329,11410,800.037,DISCOS.FLAP         ,800.037
330,11420,800.037,DISCOS.FLAP         ,800.037
331,1143,212.3285,TERMO.ACERO         ,212.3285
332,1144,242.6828,TERMO.ACERO         ,242.6828
333,1145,20.4659,TERMO.ACERO         ,20.4659
334,1146,2.9821,REPUESTO.TERMO      ,2.9821
335,1147,7.7533,TERMO.PLASTICO.MOR  ,7.7533
336,1148,7.7533,TERMO.PLASTICO.MOR  ,7.7533
337,1149,7.7533,TERMO.PLASTICO.MOR  ,7.7533
338,1150,48.2,TERMO.ZOJIRUSHI     ,48.2
339,115030,1080.0,PINTURA.ASFALTICA.CA,1080.0
340,115031,3462.75,PINTURA.ASFALTICA.CA,3462.75
341,115090,479.25,SODA.CAUSTICA       ,479.25
342,115091,263.25,SODA.CAUSTICA       ,263.25
343,1151,48.2,TERMO.ZOJIRUSHI     ,48.2
344,115100,654.75,DESTAPA.CAÑERIAS    ,654.75
345,115101,2288.25,DESTAPA.CAÑERIAS    ,2288.25
346,115103,735.75,DESTAPA.CAÑERIAS    ,735.75
347,115104,2571.75,DESTAPA.CAÑERIAS    ,2571.75
348,115105,560.25,QUITA.SARRO         ,560.25
349,115107,891.0,DESTAPA.CAÑERIAS    ,891.0
350,115109,749.25,DESTAPA.INODORO     ,749.25
351,115110,803.25,CONVERTIDOR.FOSFATIZ,803.25
352,115115,580.5,ARTICULO.LIMPIEZA   ,580.5
353,115116,1998.0,ARTICULO.LIMPIEZA   ,1998.0
354,115118,78.4823,ARTICULO.LIMPIEZA   ,78.4823
355,115120,506.25,ARTICULO.LIMPIEZA   ,506.25
356,115125,810.0,BRILLA.METALES      ,810.0
357,115126,749.25,LIMPIA.RESTOMAT.    ,749.25
358,115130,715.5,ARTICULO.LIMPIEZA   ,715.5
359,115133,506.25,ARTICULO.LIMPIEZA   ,506.25
360,115143,411.75,ARTICULO.LIMPIEZA   ,411.75
361,11515,209.304,REJILLA             ,209.304
362,115160,459.0,MASILLA.MADERA      ,459.0
363,115161,459.0,MASILLA.MADERA      ,459.0
364,115162,459.0,MASILLA.MADERA      ,459.0
365,115163,459.0,MASILLA.MADERA      ,459.0
366,115164,459.0,MASILLA.MADERA      ,459.0
367,115165,459.0,MASILLA.MADERA      ,459.0
368,115166,459.0,MASILLA.MADERA      ,459.0
369,115167,459.0,MASILLA.MADERA      ,459.0
370,115170,418.5,ARTICULO.LIMPIEZA   ,418.5
371,115173,621.0,ARTICULO.LIMPIEZA   ,621.0
372,115176,452.25,ARTICULO.LIMPIEZA   ,452.25
373,115179,445.5,ARTICULO.LIMPIEZA   ,445.5
374,115183,425.25,ARTICULO.LIMPIEZA   ,425.25
375,115190,119.475,ARTICULO.LIMPIEZA   ,119.475
376,11520,285.912,REJILLA             ,285.912
377,115225,749.25,SODA.CAUSTICA       ,749.25
378,115226,2632.5,SODA.CAUSTICA       ,2632.5
379,115230,614.25,LIMPIADOR.UNIVERSAL ,614.25
380,115231,2160.0,LIMPIADOR.UNIVERSAL ,2160.0
381,115235,496.125,FLUIDO.DESINFECTANTE,496.125
382,115236,776.25,FLUIDO.DESINFECTANTE,776.25
383,115237,2835.0,FLUIDO.DESINFECTANTE,2835.0
384,115240,0.0,DISGREGANTE         ,0.0
385,115241,0.0,DISGREGANTE         ,0.0
386,115250,1235.25,CLORO.LIQUIDO       ,1235.25
387,115251,1005.75,LAVANDINA.CONCENTRAD,1005.75
388,115300,874.125,PRECIPITANTE.CLARIFI,874.125
389,115301,3057.75,PRECIPITANTE.CLARIFI,3057.75
390,115305,1080.0,ALGUICIDA           ,1080.0
391,115306,3982.5,ALGUICIDA           ,3982.5
392,115310,526.5,ALGUICIDA           ,526.5
393,115315,1842.75,ALGUICIDA           ,1842.75
394,116003,3664.1716,ACQUA.SYSTEM.CAÑO   ,3664.1716
395,116004,5505.9466,ACQUA.SYSTEM.CAÑO   ,5505.9466
396,116005,7380.0503,ACQUA.SYSTEM.CAÑO   ,7380.0503
397,116006,10353.2507,ACQUA.SYSTEM.CAÑO   ,10353.2507
398,116007,15420.8817,ACQUA.SYSTEM.CAÑO   ,15420.8817
399,116009,30857.9183,ACQUA.SYSTEM.CAÑO   ,30857.9183
400,116012,1927.8308,ACQUA.SYSTEM.CAÑO   ,1927.8308
401,116013,2803.399,ACQUA.SYSTEM.CAÑO   ,2803.399
402,116025,4845.3369,ACQUA.SYSTEM.CAÑO   ,4845.3369
403,116054,322.0855,ACQUA.SYSTEM.SOBREPA,322.0855
404,116055,484.8944,ACQUA.SYSTEM.SOBREPA,484.8944
405,116061,182.2559,ACQUA.SYSTEM.CODO   ,182.2559
406,116062,231.8243,ACQUA.SYSTEM.CODO   ,231.8243
407,116066,1812.7386,ACQUA.SYSTEM.CODO   ,1812.7386
408,116071,106.2167,ACQUA.SYSTEM.CODO   ,106.2167
409,116072,164.7106,ACQUA.SYSTEM.CODO   ,164.7106
410,116073,250.7413,ACQUA.SYSTEM.CODO   ,250.7413
411,116074,534.3506,ACQUA.SYSTEM.CODO   ,534.3506
412,116075,922.0129,ACQUA.SYSTEM.CODO   ,922.0129
413,116076,1642.2887,ACQUA.SYSTEM.CODO   ,1642.2887
414,116077,3771.4763,ACQUA.SYSTEM.CODO   ,3771.4763
415,116079,10768.6091,ACQUA.SYSTEM.CODO   ,10768.6091
416,116081,512.1757,ACQUA.SYSTEM.CODO   ,512.1757
417,116083,821.7569,ACQUA.SYSTEM.CODO   ,821.7569
418,116085,1472.4436,ACQUA.SYSTEM.CODO   ,1472.4436
419,116107,147.8728,ACQUA.SYSTEM.TEE    ,147.8728
420,116108,237.4857,ACQUA.SYSTEM.TEE    ,237.4857
421,116112,1976.5731,ACQUA.SYSTEM.TEE    ,1976.5731
422,116115,13546.5474,ACQUA.SYSTEM.TEE    ,13546.5474
423,116131,241.0988,ACQUA.SYSTEM.TEE    ,241.0988
424,116133,442.3404,ACQUA.SYSTEM.TEE    ,442.3404
425,116134,746.6343,ACQUA.SYSTEM.TEE    ,746.6343
426,116136,1147.3684,ACQUA.SYSTEM.TEE    ,1147.3684
427,116138,1974.8366,ACQUA.SYSTEM.TEE    ,1974.8366
428,116139,1885.2487,ACQUA.SYSTEM.TEE    ,1885.2487
429,116140,4483.9489,ACQUA.SYSTEM.TEE    ,4483.9489
430,116144,13088.6226,ACQUA.SYSTEM.TEE    ,13088.6226
431,11615,422.712,REJILLA             ,422.712
432,116189,3566.9864,ACQUA.SYSTEM.LLAVE  ,3566.9864
433,11620,335.16,REJILLA             ,335.16
434,116206,10542.3745,ACQUA.SYSTEM.VALVULA,10542.3745
435,116207,15733.9202,ACQUA.SYSTEM.VALVULA,15733.9202
436,116209,93252.2217,ACQUA.SYSTEM.VALVULA,93252.2217
437,116211,166924.7224,ACQUA.SYSTEM.VALVULA,166924.7224
438,116227,164.7106,ACQUA.SYSTEM.BUJE   ,164.7106
439,116229,246.9505,ACQUA.SYSTEM.BUJE   ,246.9505
440,116230,495.6373,ACQUA.SYSTEM.BUJE   ,495.6373
441,116231,459.708,ACQUA.SYSTEM.BUJE   ,459.708
442,116232,691.4949,ACQUA.SYSTEM.BUJE   ,691.4949
443,116233,598.3468,ACQUA.SYSTEM.BUJE   ,598.3468
444,116235,1360.0574,ACQUA.SYSTEM.BUJE   ,1360.0574
445,116236,2340.031,ACQUA.SYSTEM.BUJE   ,2340.031
446,116237,2340.031,ACQUA.SYSTEM.BUJE   ,2340.031
447,116260,542.4156,ACQUA.SYSTEM.TUBO   ,542.4156
448,116273,702.269,ACQUA.SYSTEM.TUBO   ,702.269
449,116278,1927.8308,ACQUA.SYSTEM.TUBO   ,1927.8308
450,116281,8079.3576,ACQUA.SYSTEM.TUBO   ,8079.3576
451,116311,85.7378,ACQUA.SYSTEM.UNION  ,85.7378
452,116312,124.6256,ACQUA.SYSTEM.UNION  ,124.6256
453,116313,210.4756,ACQUA.SYSTEM.UNION  ,210.4756
454,116314,442.3404,ACQUA.SYSTEM.UNION  ,442.3404
455,116315,742.3196,ACQUA.SYSTEM.UNION  ,742.3196
456,116316,1247.3999,ACQUA.SYSTEM.UNION  ,1247.3999
457,116317,2721.6549,ACQUA.SYSTEM.UNION  ,2721.6549
458,116319,6518.3955,ACQUA.SYSTEM.UNION  ,6518.3955
459,116345,42608.0535,ACQUA.SYSTEM.UN.DOBL,42608.0535
460,116425,64355.8968,TERMOFUSORA.ACQUA   ,64355.8968
461,116426,45694.058,TERMOFUSORA.ACQUA   ,45694.058
462,116427,73910.934,TERMOFUSORA.ACQUA   ,73910.934
